school_name,city,state,zip_code,latitude,longitude,endowment_begin,endowment_end,endowment_diff
Bay de Noc Community College,Escanaba,MI,49829-2511,45.772586,-87.085228,12639329,11101145,-1538184
Calvin University,Grand Rapids,MI,49546,42.929916,-85.587548,242913000,248568000,5655000
Calvin Theological Seminary,Grand Rapids,MI,49546-4387,42.927951,-85.586439,55449002,55443300,-5702
Michigan School of Psychology,Farmington Hills,MI,48334-4512,42.491427,-83.359575,4440,4440,0
Central Michigan University,Mount Pleasant,MI,48859,43.591203,-84.77525,246144980,230600367,-15544613
Mott Community College,Flint,MI,48503-2089,43.019941,-83.67243,53828746,44736581,-9092165
Cleary University,Howell,MI,48843,42.586638,-83.879987,1398800,1304291,-94509
Concordia University Ann Arbor,Ann Arbor,MI,48105,42.273157,-83.68268,24311411,23176850,-1134561
Cranbrook Academy of Art,Bloomfield Hills,MI,48304,42.568904,-83.250681,65080457,64199297,-881160
College for Creative Studies,Detroit,MI,48202,42.361839,-83.062352,105991839,87761448,-18230391
Davenport University,Grand Rapids,MI,49512-9396,42.850013,-85.533519,33248404,29404298,-3844106
Delta College,University Center,MI,48710,43.559491,-83.985943,33580552,28274644,-5305908
University of Detroit Mercy,Detroit,MI,48221-3038,42.414222,-83.139158,93964422,83263247,-10701175
Eastern Michigan University,Ypsilanti,MI,48197,42.251675,-83.627443,94993584,92105005,-2888579
Ferris State University,Big Rapids,MI,49307-2251,43.687724,-85.481925,116055893,113766890,-2289003
Kettering University,Flint,MI,48504-6214,43.012468,-83.71282,110952886,102189065,-8763821
Gogebic Community College,Ironwood,MI,49938,46.471893,-90.165592,5159707,4720129,-439578
Cornerstone University,Grand Rapids,MI,49525-5897,42.979966,-85.595328,15675882,16402621,726739
Grand Rapids Community College,Grand Rapids,MI,49503-3295,42.967076,-85.665625,19018170,14938751,-4079419
Grand Valley State University,Allendale,MI,49401-9403,42.963001,-85.889826,174958793,169199257,-5759536
Great Lakes Christian College,Lansing,MI,48917-1299,42.754249,-84.638714,1051628,1093074,41446
Hillsdale College,Hillsdale,MI,49242,41.933682,-84.633195,948699164,924423912,-24275252
Hope College,Holland,MI,49423-9000,42.787247,-86.100971,307167000,282642000,-24525000
Jackson College,Jackson,MI,49201-8399,42.16483,-84.403942,11339723,12732519,1392796
Kalamazoo College,Kalamazoo,MI,49006-3295,42.290789,-85.601857,311232478,261730830,-49501648
Kalamazoo Valley Community College,Kalamazoo,MI,49003-4070,42.225948,-85.682144,15869086,13541551,-2327535
Kellogg Community College,Battle Creek,MI,49017-3397,42.335638,-85.177329,11453989,11785630,331641
Kirtland Community College,Grayling,MI,49738,44.601785,-84.706254,2000000,0,-2000000
Lake Michigan College,Benton Harbor,MI,49022-1899,42.097276,-86.393445,14484615,12147966,-2336649
Lake Superior State University,Sault Ste Marie,MI,49783,46.492849,-84.365573,37600988,31641300,-5959688
Lansing Community College,Lansing,MI,48933,42.738435,-84.55157,17298264,15820305,-1477959
Lawrence Technological University,Southfield,MI,48075-1058,42.474072,-83.25003,57917708,47684469,-10233239
Macomb Community College,Warren,MI,48088-3896,42.50599,-82.972377,32269465,26548871,-5720594
Madonna University,Livonia,MI,48150-1176,42.384323,-83.404722,52276926,44542478,-7734448
Rochester University,Rochester Hills,MI,48307,42.667521,-83.144959,4400132,4680215,280083
University of Michigan-Ann Arbor,Ann Arbor,MI,48109,42.275921,-83.742769,16795776000,17095088000,299312000
Michigan State University,East Lansing,MI,48824-1046,42.73212,-84.476111,4429672543,4375011965,-54660578
Michigan Technological University,Houghton,MI,49931-1295,47.11866,-88.548092,151519725,147630662,-3889063
University of Michigan-Dearborn,Dearborn,MI,48128-1491,42.317287,-83.231417,77387000,86785000,9398000
University of Michigan-Flint,Flint,MI,48502-1950,43.01875,-83.690276,149520000,165315000,15795000
Mid Michigan College,Harrison,MI,48625-9447,43.969586,-84.763715,2515851,2635794,119943
Monroe County Community College,Monroe,MI,48161-9746,41.91617,-83.470274,8464972,7379852,-1085120
Montcalm Community College,Sidney,MI,48885-9723,43.253191,-85.100181,26410802,22311132,-4099670
Muskegon Community College,Muskegon,MI,49442-1432,43.250329,-86.196384,1333584,1216917,-116667
North Central Michigan College,Petoskey,MI,49770,45.361727,-84.954183,2185203,2057142,-128061
Northern Michigan University,Marquette,MI,49855-5301,46.559751,-87.406568,20672511,17270347,-3402164
Northwestern Michigan College,Traverse City,MI,49686,44.765436,-85.585517,16409948,17525939,1115991
Northwood University,Midland,MI,48640-2398,43.628717,-84.27682,114342229,100230394,-14111835
Oakland Community College,Auburn Hills,MI,48326,42.595441,-83.244787,2476564,2657334,180770
Oakland University,Rochester Hills,MI,48309-4401,42.674573,-83.216418,147144540,124893354,-22251186
Olivet College,Olivet,MI,49076,42.442891,-84.923891,26274803,21930202,-4344601
Kuyper College,Grand Rapids,MI,49525-9781,43.02195,-85.592657,6650986,5142059,-1508927
Sacred Heart Major Seminary,Detroit,MI,48206-1799,42.375248,-83.111682,26731034,25093252,-1637782
Saginaw Valley State University,University Center,MI,48710,43.51176,-83.964273,110619274,96122134,-14497140
Schoolcraft Community College District,Livonia,MI,48152-2696,42.419279,-83.430958,13285189,11816076,-1469113
Siena Heights University,Adrian,MI,49221,41.905624,-84.018841,19488255,17219189,-2269066
St Clair County Community College,Port Huron,MI,48061-5015,42.979494,-82.428717,8949650,8141511,-808139
Southwestern Michigan College,Dowagiac,MI,49047-9793,41.965095,-86.082715,15566228,13771485,-1794743
Spring Arbor University,Spring Arbor,MI,49283-9799,42.206568,-84.556074,24904101,25774041,869940
Finlandia University,Hancock,MI,49930-1832,47.127868,-88.588756,5971713,5971714,1
Western Michigan University-Thomas M. Cooley Law School,Lansing,MI,48933,42.731,-84.554429,46005666,38962030,-7043636
Walsh College,Troy,MI,48083-5066,42.573888,-83.147197,13307456,11638919,-1668537
Washtenaw Community College,Ann Arbor,MI,48105-4800,42.26361,-83.66559,28418020,26349482,-2068538
Wayne State University,Detroit,MI,48202,42.358994,-83.068998,520526000,458465000,-62061000
West Shore Community College,Scottville,MI,49454-0277,44.008512,-86.336122,163087,163086,-1
Western Michigan University,Kalamazoo,MI,49008-5200,42.282194,-85.613759,497143428,557113863,59970435
Western Theological Seminary,Holland,MI,49423-3622,42.786246,-86.10324,34475848,29838649,-4637199
Alexandria Technical & Community College,Alexandria,MN,56308,45.873107,-95.372369,3333000,3520000,187000
Anoka Technical College,Anoka,MN,55303,45.216709,-93.416087,131000,129000,-2000
Anoka-Ramsey Community College,Coon Rapids,MN,55433-3470,45.172978,-93.351697,1509000,1430000,-79000
Augsburg University,Minneapolis,MN,55454,44.966307,-93.240436,68323244,70632324,2309080
Riverland Community College,Austin,MN,55912-1473,43.676271,-92.995626,2163000,1960000,-203000
Bemidji State University,Bemidji,MN,56601,47.482341,-94.874119,35198000,30044000,-5154000
Bethany Lutheran College,Mankato,MN,56001,44.166649,-93.990805,52654110,48033174,-4620936
Bethel University,Saint Paul,MN,55112,45.057655,-93.161663,64840524,92871511,28030987
Central Lakes College-Brainerd,Brainerd,MN,56401-3900,46.345969,-94.216495,10365000,8752000,-1613000
Carleton College,Northfield,MN,55057,44.462318,-93.154666,1157982283,1093697498,-64284785
Concordia College at Moorhead,Moorhead,MN,56562,46.862482,-96.76749,187430498,177341871,-10088627
Concordia University-Saint Paul,Saint Paul,MN,55104-5494,44.949759,-93.154861,45931521,40644955,-5286566
Dakota County Technical College,Rosemount,MN,55068-2999,44.737255,-93.07805,2172000,2043000,-129000
Martin Luther College,New Ulm,MN,56073-3965,44.30526,-94.472326,22715164,21303935,-1411229
Lake Superior College,Duluth,MN,55811-3399,46.78455,-92.145151,927000,820395,-106605
Minnesota State Community and Technical College,Fergus Falls,MN,56537-1000,46.289194,-96.097321,7150000,7252000,102000
Minnesota West Community and Technical College,Granite Falls,MN,56241,44.80755,-95.56172,1269000,1105000,-164000
Gustavus Adolphus College,Saint Peter,MN,56082-1498,44.323626,-93.972196,275288267,291244740,15956473
Hamline University,Saint Paul,MN,55104-1284,44.966246,-93.164479,138088802,117220823,-20867979
Hazelden Betty Ford Graduate School of Addiction Studies,Center City,MN,55012-0011,45.375319,-92.805285,33102480,35996783,2894303
Hennepin Technical College,Brooklyn Park,MN,55445,45.096534,-93.397759,1676000,1483000,-193000
Minnesota North College,Hibbing,MN,55746,47.422361,-92.921698,10006000,8829000,-1177000
Inver Hills Community College,Inver Grove Heights,MN,55076-3224,44.828599,-93.055255,2727000,2506000,-221000
Luther Seminary,Saint Paul,MN,55108-1496,44.984629,-93.196422,131124302,118898157,-12226145
Macalester College,Saint Paul,MN,55105-1899,44.938565,-93.168053,872754000,868060000,-4694000
South Central College,North Mankato,MN,56003-1920,44.174319,-94.047428,2284000,2247000,-37000
Minnesota State University-Mankato,Mankato,MN,56001,44.146712,-93.99945,74284000,64486000,-9798000
Mayo Clinic College of Medicine and Science,Rochester,MN,55905,44.02215,-92.466428,973717000,1216420000,242703000
Metropolitan State University,Saint Paul,MN,55106-5000,44.957256,-93.074361,8485000,7536000,-949000
University of Minnesota-Twin Cities,Minneapolis,MN,55455-0213,44.972851,-93.235464,5155556365,4901364610,-254191755
University of Minnesota-Crookston,Crookston,MN,56716-5001,47.802536,-96.606188,24473135,23942175,-530960
Minneapolis College of Art and Design,Minneapolis,MN,55404,44.956988,-93.274705,62933118,55064844,-7868274
Minneapolis Community and Technical College,Minneapolis,MN,55403-1779,44.972679,-93.284507,4283000,3968000,-315000
University of Minnesota-Duluth,Duluth,MN,55812,46.817126,-92.084385,283664079,278253841,-5410238
University of Minnesota-Morris,Morris,MN,56267,45.589775,-95.899729,23591554,23228312,-363242
Minnesota State University Moorhead,Moorhead,MN,56563,46.867153,-96.759532,36064000,33040000,-3024000
North Hennepin Community College,Brooklyn Park,MN,55445,45.106937,-93.374536,1328000,1226000,-102000
Normandale Community College,Bloomington,MN,55431-4399,44.829706,-93.331673,825000,840000,15000
North Central University,Minneapolis,MN,55404-1391,44.968625,-93.261511,4432773,4149449,-283324
Northland Community and Technical College,Thief River Falls,MN,56701,48.124969,-96.162366,3774000,3340000,-434000
University of Northwestern-St Paul,Saint Paul,MN,55113-1598,45.033703,-93.167822,23485201,21207532,-2277669
Northwestern Health Sciences University,Bloomington,MN,55431,44.850963,-93.311222,3232886,2866213,-366673
Oak Hills Christian College,Bemidji,MN,56601-8834,47.425836,-94.901503,936803,896105,-40698
Pine Technical & Community College,Pine City,MN,55063,45.818667,-92.968283,443000,372000,-71000
Rochester Community and Technical College,Rochester,MN,55904-4999,44.014488,-92.42321,7978000,6758000,-1220000
College of Saint Benedict,Saint Joseph,MN,56374,45.561792,-94.319888,111096479,102989504,-8106975
St Cloud Technical and Community College,Saint Cloud,MN,56303-1240,45.579065,-94.175841,2818000,744000,-2074000
Saint Cloud State University,Saint Cloud,MN,56301-4498,45.553227,-94.152657,44122000,40550000,-3572000
Saint Johns University,Collegeville,MN,56321,45.580075,-94.393621,277868861,257884064,-19984797
Saint Mary's University of Minnesota,Winona,MN,55987-1399,44.044736,-91.695449,80560060,73063383,-7496677
St Olaf College,Northfield,MN,55057-1098,44.461529,-93.182039,701716031,696676006,-5040025
Crown College,Saint Bonifacius,MN,55375-9001,44.885393,-93.743019,11207288,9836677,-1370611
The College of Saint Scholastica,Duluth,MN,55811-4199,46.816082,-92.106134,113467414,94079260,-19388154
University of St Thomas,Saint Paul,MN,55105-1078,44.943439,-93.188986,708989000,698880000,-10109000
St Catherine University,Saint Paul,MN,55105,44.924926,-93.183761,143896086,133127196,-10768890
Saint Paul College,Saint Paul,MN,55102-9808,44.949186,-93.109646,2345000,2407000,62000
Southwest Minnesota State University,Marshall,MN,56258-5468,44.45373,-95.759548,16274000,14181000,-2093000
United Theological Seminary of the Twin Cities,St. Paul,MN,55114,44.962913,-93.203624,8081896,7282910,-798986
Dunwoody College of Technology,Minneapolis,MN,55403-1192,44.97281,-93.290608,29277919,34574737,5296818
Ridgewater College,Willmar,MN,56201,45.138313,-95.07305,3257000,2492000,-765000
Minnesota State College Southeast,Winona,MN,55987,44.024554,-91.618318,1267000,1078000,-189000
Winona State University,Winona,MN,55987-5838,44.046159,-91.643723,60118000,52266000,-7852000
Mitchell Hamline School of Law,Saint Paul,MN,55105-3076,44.94202,-93.138224,47523656,41459163,-6064493
Century College,White Bear Lake,MN,55110,45.041823,-92.982105,4926000,4304000,-622000
Alcorn State University,Alcorn State,MS,39096-7500,31.877216,-91.142854,21283437,20252468,-1030969
Belhaven University,Jackson,MS,39202,32.318415,-90.169228,7335803,6552352,-783451
Blue Mountain Christian University,Blue Mountain,MS,38610,34.67209,-89.02924,20605815,18062246,-2543569
Coahoma Community College,Clarksdale,MS,38614,34.254417,-90.568469,3825292,3167585,-657707
Copiah-Lincoln Community College,Wesson,MS,39191,31.69272,-90.400234,10517406,10928154,410748
Delta State University,Cleveland,MS,38733,33.744745,-90.735365,39827558,34370961,-5456597
East Central Community College,Decatur,MS,39327-0129,32.441164,-89.113706,8818221,10184694,1366473
East Mississippi Community College,Scooba,MS,39358-0158,32.830246,-88.483516,144916,145131,215
Hinds Community College,Raymond,MS,39154,32.256109,-90.416118,48564,48742,178
Holmes Community College,Goodman,MS,39079,32.969985,-89.915803,7371024,8462751,1091727
Itawamba Community College,Fulton,MS,38843-1099,34.276519,-88.412073,12231983,10802487,-1429496
Jackson State University,Jackson,MS,39217,32.296105,-90.207405,57569465,48933270,-8636195
Jones County Junior College,Ellisville,MS,39437,31.596936,-89.200895,14646174,13233924,-1412250
Meridian Community College,Meridian,MS,39307-5801,32.367355,-88.732823,18810531,16088455,-2722076
Millsaps College,Jackson,MS,39210-0001,32.322746,-90.179957,109639060,98495928,-11143132
Mississippi Delta Community College,Moorhead,MS,38761,33.444906,-90.502053,10000,10000,0
University of Mississippi,University,MS,38677-1848,34.365529,-89.537434,859480995,780800661,-78680334
Mississippi University for Women,Columbus,MS,39701,33.493305,-88.418601,68126869,61567784,-6559085
Mississippi Valley State University,Itta Bena,MS,38941-1400,33.514142,-90.341274,3649695,3263283,-386412
Mississippi College,Clinton,MS,39058,32.335515,-90.329821,109476614,102545404,-6931210
Mississippi Gulf Coast Community College,Perkinston,MS,39573,30.780784,-89.142952,9847645,9503681,-343964
Mississippi State University,Mississippi State,MS,39762,33.454852,-88.790139,698084241,639484617,-58599624
Northeast Mississippi Community College,Booneville,MS,38829,34.668339,-88.562609,4558555,7479241,2920686
Northwest Mississippi Community College,Senatobia,MS,38668-1714,34.625532,-89.969525,13940024,17316096,3376072
Pearl River Community College,Poplarville,MS,39470,30.844322,-89.543052,7901,7905,4
Rust College,Holly Springs,MS,38635,34.776862,-89.446999,35953588,42759949,6806361
Southwest Mississippi Community College,Summit,MS,39666-0000,31.295121,-90.443295,1287904,1491574,203670
University of Southern Mississippi,Hattiesburg,MS,39406-0001,31.32661,-89.331236,143485178,130594735,-12890443
Tougaloo College,Tougaloo,MS,39174,32.403014,-90.16076,26062790,26434602,371812
Wesley Biblical Seminary,Ridgeland,MS,39157-1920,32.400142,-90.111379,2928940,2949908,20968
William Carey University,Hattiesburg,MS,39401,31.305264,-89.291815,27225423,28399508,1174085
Avila University,Kansas City,MO,64145-1698,38.91339,-94.591758,18479168,16273905,-2205263
Baptist Bible College,Springfield,MO,65803-3498,37.239696,-93.284286,344375,385695,41320
