,assignee_city,assignee_state,assignee_country,assignee_key_id,patent_number,patent_title
3823,Seattle,WA,US,206,11625229,Context for components in an application
3824,San Jose,CA,US,72,11625230,Identifying execution environments for deploying network functions
3825,Round Rock,TX,US,714,11625231,Controlling deployment of software applications based on evaluating dependencies of the software applications
3826,Hopkinton,MA,US,1485,11625232,Software upgrade management for host devices in a data center
3827,Redwood City,CA,US,7272,11625234,Videogame patch data compilation system
3828,Spring,TX,US,718,11625235,Program installation in a virtual environment
3829,San Francisco,CA,US,92378,11625236,Auto mapping recommender
3830,Armonk,NY,US,86,11625237,Autonomous contextual software support anomaly detection and playbook automation
3831,San Jose,CA,US,989,11625238,Dependency lock in CICD pipelines
3832,San Francisco,CA,US,3485,11625239,Systems and methods supporting fine/coarse-grained deployment of source code to environments via version control systems
3833,Raleigh,NC,US,3315,11625240,Generating rules for migrating dependencies of a software application
3834,San Jose,CA,US,72,11625241,Predicting the impact of network software upgrades on machine learning model performance
3835,Bozeman,MT,US,7073,11625242,Automated generation of dependency hierarchy based on input and output requirements of information
3836,Chimney Lakes,FL,US,1671,11625243,Micro-application creation and execution
3837,Santa Clara,CA,US,126,11625244,"Native support for execution of get exponent, get mantissa, and scale instructions within a graphics processing unit via reuse of fused multiply-add execution unit hardware logic"
3838,Santa Clara,CA,US,126,11625245,Compute-in-memory systems and methods
3839,Dallas,TX,US,487,11625246,"Methods, apparatus, and systems to replace values in a device"
3840,Santa Clara,CA,US,445,11625249,Preserving memory ordering between offloaded instructions and non-offloaded instructions
3841,Santa Clara,CA,US,445,11625251,Mechanism for reducing coherence directory controller overhead for near-memory compute elements
3842,Fort Lauderdale,FL,US,1671,11625252,Selecting applications based on features of a file
3843,San Francisco,CA,US,391,11625254,Interface for customizing dashboards based on parallel edges
3844,Santa Monica,CA,US,3367,11625255,Contextual navigation menu
3845,Spring,TX,US,718,11625256,Container-as-a-service (CAAS) controller for selecting a bare-metal machine of a private cloud for a cluster of a managed container service
3846,Palo Alto,CA,US,1415,11625257,Provisioning executable managed objects of a virtualized computing environment from non-executable managed objects
3847,New York,NY,US,9497,11625263,Systems and methods for improved management of virtual machine clusters
3848,Atlanta,GA,US,319,11625264,Increasing blade utilization in a dynamic virtual environment
3849,San Francisco,CA,US,3485,11625265,Enabling execution of program instructions in the background
3850,Seattle,WA,US,206,11625269,Scheduling for locality of reference to memory
3851,Armonk,NY,US,86,11625272,Scalable operators for automatic management of workloads in hybrid cloud environments
3852,Seattle,WA,US,206,11625273,Changing throughput capacity to sustain throughput for accessing individual items in a database
3853,Mountain View,CA,US,1763,11625274,Hyper-convergence with scheduler extensions for software-defined container storage solutions
3854,Santa Clara,CA,US,126,11625275,Technologies for controlling memory access transactions received from one or more I/O devices
3855,Round Rock,TX,US,714,11625276,System and method to utilize high bandwidth memory (HBM)
3856,Santa Clara,CA,US,126,11625277,Dynamically augmenting edge resources
3857,Fort Lauderdale,FL,US,1671,11625278,Auto-scaling for allocation of cloud service resources in application deployments
3858,Santa Clara,CA,US,1026,11625279,Read-write page replication for multiple compute units
3859,Houston,TX,US,8827,11625280,Cloud-native proxy gateway to cloud resources
3860,Armonk,NY,US,86,11625281,Serverless platform request routing
3861,Spring,TX,US,718,11625282,Systems and methods of remote machine learning training with remote submission and execution through a coding notebook
3862,Palo Alto,CA,US,11542,11625283,Inter-processor execution of configuration files on reconfigurable processors using smart network interface controller (SmartNIC) buffers
3863,Palo Alto,CA,US,11542,11625284,Inter-node execution of configuration files on reconfigurable processors using smart network interface controller (smartnic) buffers
3864,Hopkinton,MA,US,1485,11625285,Assigning workloads in a multi-node processing environment using feedback from each node
3865,Armonk,NY,US,86,11625286,Transactional lock elision with delayed lock checking
3866,Palo Alto,CA,US,1415,11625287,Method and system for using defined computing entities
3867,Santa Monica,CA,US,3367,11625288,Displaying items based on a configuration file
3868,Purchase,NY,US,970,11625289,Systems and methods for filesystem-based computer application communication
3869,Armonk,NY,US,86,11625290,Remote product invocation framework
3870,Hopkinton,MA,US,1485,11625291,Intelligent alert reduction in a backup and recovery activity monitoring system
3871,Hopkinton,MA,US,1485,11625292,System and method for self-healing of upgrade issues on a customer environment and synchronization with a production host environment
3872,Menlo Park,CA,US,38966,11625293,Intent driven root cause analysis
3873,McLean,VA,US,887,11625294,Techniques to provide self-healing data pipelines in a cloud computing environment
3874,Boise,ID,US,352,11625295,Operating memory device in performance mode
3875,Boise,ID,US,352,11625298,Memory block defect detection and management
3876,Boise,ID,US,352,11625299,Inserting temperature information into a codeword
3877,Mountain View,CA,US,1763,11625300,Recovering missing data in a storage network via locally decodable redundancy data
3878,Hopkinton,MA,US,1485,11625301,"Method, electronic device and computer program product for managing disks"
3879,San Jose,CA,US,599,11625303,Automatic incremental repair of granular filesystem objects
3880,Hopkinton,MA,US,1485,11625304,Efficient method to find changed data between indexed data and new backup
3881,Hopkinton,MA,US,1485,11625305,Method and system for indexing fragmented user data objects
3882,San Jose,CA,US,599,11625306,Data connector component for implementing data requests
3883,Armonk,NY,US,86,11625307,System and method for hybrid kernel- and user-space incremental and full checkpointing
3884,Round Rock,TX,US,714,11625308,Management of active-active configuration using multi-pathing software
3885,New York,NY,US,9012,11625309,Automated workload monitoring by statistical analysis of logs
3886,Redmond,WA,US,137,11625310,Application regression detection in computing systems
3887,Burlingame,CA,US,88626,11625311,User interaction for determining attention
3888,Charlotte,NC,US,1825,11625312,System for continuous management and monitoring of robotic process automation bots
3889,Redmond,WA,US,137,11625313,Aggregated view of task performance data
3890,San Francisco,CA,US,1978,11625314,AI for evaluation and development of new products and features
3891,Redmond,WA,US,137,11625315,Software regression recovery via automated detection of problem change lists
3892,Raritan,NJ,US,103944,11625317,Systems and methods for quality control of an enterprise IT environment
3893,Mountain View,CA,US,5507,11625319,Systems and methods for workflow based application testing in cloud computing environments
3894,Boise,ID,US,352,11625321,Apparatuses and methods for memory address translation during block migration using depth mapping table based on mapping state
3895,Redmond,WA,US,137,11625322,Performance counters for computer memory
3896,Boise,ID,US,352,11625323,Generating and using session tables for session-based memory management
3897,Redwood Shores,CA,US,985,11625325,Partitioned mid-tier cache based on user type
3898,Spring,TX,US,718,11625326,Management of coherency directory cache entry ejection
3899,Hopkinton,MA,US,1485,11625327,Cache memory management
3900,New York,NY,US,9891,11625328,Monitoring service for pre-cached data modification
3901,Hopkinton,MA,US,1485,11625329,Method and system for host-based caching
3902,Boise,ID,US,352,11625333,Configurable flush operation speed
3903,San Jose,CA,US,72,11625335,Adaptive address translation caches
3904,Boise,ID,US,352,11625336,Encryption of executables in computational memory
3905,Santa Clara,CA,US,126,11625337,Encoded pointer based data encryption
3906,Spring,TX,US,718,11625338,Extending supervisory services into trusted cloud operator domains
3907,Boston,MA,US,16542,11625339,Large scale responsive and generic endpoint command invocation mechanism
3908,Boise,ID,US,352,11625343,"Memory with a communications bus for device-to-controller communication, and associated systems, devices, and methods"
3909,San Jose,CA,US,991,11625346,Interface for memory readout from a memory component in the event of fault
3910,Cambridge,MA,US,119157,11625351,Input/output apparatus and methods for monitoring and/or controlling dynamic environments
3911,Santa Clara,CA,US,445,11625352,DRAM command streak management
3912,Seattle,WA,US,206,11625353,Prioritized parallel to serial interface
3913,San Jose,CA,US,10,11625355,Switching clock phase shift for multi-port buck-boost converter
3914,Seattle,WA,US,206,11625358,Automatic object archiving based on user selections
3915,Purchase,NY,US,970,11625359,"Validation devices, servers, validation methods, and file modification methods"
3916,New York,NY,US,9012,11625360,Tailoring container images to a specific microarchitecture in virtualized environments
3917,Round Rock,TX,US,714,11625361,Automated file naming and file organization using machine learning
3918,Armonk,NY,US,86,11625364,Cognitive synchronization of digital files
3919,Foster City,CA,US,38800,11625366,"System, method, and computer program for automatic parser creation"
3920,Bozeman,MT,US,7073,11625367,Schema evolution
3921,San Jose,CA,US,1707,11625368,Data migration framework
3922,Denver,CO,US,2968,11625369,System and methods for live data migration
3923,Palo Alto,CA,US,1415,11625370,Techniques for reducing data log recovery time and metadata write amplification
3924,Bellevue,WA,US,806,11625371,Automated audit balance and control processes for data stores
3925,San Francisco,CA,US,1978,11625372,Systems and methods for data quality certification
3926,Armonk,NY,US,86,11625373,"Determining additions, deletions and updates to database tables"
3927,Hopkinton,MA,US,1485,11625374,Eventual consistency in a deduplicated cloud storage system
3928,Seattle,WA,US,206,11625375,Batch processing with random access for transaction history
3929,Denver,CO,US,2968,11625376,Sensor data analysis system and method
3930,Kansas City,MO,US,21735,11625377,Systems and methods for enabling two parties to find an intersection between private data sets without learning anything other than the intersection of the datasets
3931,San Jose,CA,US,72,11625378,Selecting interfaces for device-group identifiers
3932,Atlanta,GA,US,319,11625379,Data harmonization across multiple sources
3933,Redwood Shores,CA,US,985,11625381,Recreating an OLTP table and reapplying database transactions for real-time analytics
3934,Bellevue,WA,US,515214,11625382,"Blockchain as a service method, apparatus, and system"
3935,San Francisco,CA,US,1838,11625386,Fast skip list purge
3936,Madison,WI,US,102146,11625387,Structuring data
3937,Hartford,CT,US,2992,11625388,System with task analysis framework display to facilitate update of electronic record information
3938,Redmond,WA,US,137,11625389,Snapshot isolation query transactions in distributed systems
3939,San Francisco,CA,US,96158,11625390,Methods for extending a proof-of-space-time blockchain
3940,McLean,VA,US,887,11625391,Transaction processing failover
3941,Mountain View,CA,US,123,11625392,Query composition system
3942,San Francisco,CA,US,391,11625394,Supporting graph data structure transformations in graphs generated from a query to event data
3943,Mountain View,CA,US,123,11625396,SQL implication decider for materialized view selection
3944,San Diego,CA,US,2088,11625398,Join cardinality estimation using machine learning and graph kernels
3945,Mountain View,CA,US,123,11625400,Optimal query scheduling for resource utilization optimization
3946,Mountain View,CA,US,123,11625402,Data structure pooling of voice activated data packets
3947,San Diego,CA,US,2088,11625403,Query processing using a predicate-object name cache
3948,San Francisco,CA,US,391,11625404,Multi-phased execution of a search query
3949,Englewood,CO,US,39324,11625405,System and method for object-oriented pattern matching in arbitrary data object streams
3950,McLean,VA,US,887,11625408,Systems and methods for expedited large file processing
3951,San Francisco,CA,US,3485,11625409,Driving application experience via configurable search-based navigation interface
3952,Torrance,CA,US,325,11625411,Information provision method
3953,Redmond,WA,US,137,11625412,Storing data items and identifying stored data items
3954,Franklin Park,IL,US,14726,11625413,System and method for transmitting electronic plumbing fixture data and health data to a user device for transmission over a network
3955,San Francisco,CA,US,87578,11625414,Method and system for transparent interoperability between applications and data management systems
3956,Vienna,VA,US,14431,11625415,Data engine integration and data refinement
3957,Mountain View,CA,US,1763,11625416,Uniform model for distinct types of data replication
3958,Portland,OR,US,91602,11625417,System and method for transferring and synchronizing student information system (SIS) data
3959,Boston,MA,US,18580,11625419,Systems and methods for data extraction from electronic documents using data patterns
3960,New York,NY,US,42824,11625420,System and method for identifying approximate k-nearest neighbors in web scale clustering
3961,Mamaroneck,NY,US,176703,11625421,Systems and methods for generating semantic normalized search results for legal content
3962,New York,NY,US,9497,11625423,Linear late-fusion semantic structural retrieval
3963,Newport Beach,CA,US,507900,11625425,Dialogue management system with hierarchical classification and progression
3964,Vienna,VA,US,14431,11625426,Incorporating opinion information with semantic graph data
3965,San Jose,CA,US,17827,11625427,Media fingerprinting and identification system
3966,Bentonville,AR,US,900,11625429,Image searching using a full-text search engine
3967,Midland School,CA,US,4071,11625430,Music discovery
3968,Santa Monica,CA,US,31089,11625431,NFTS of images with provenance and chain of title
3969,Santa Monica,CA,US,31089,11625432,Derivation of film libraries into NFTs based on image frames
3970,San Francisco,CA,US,549,11625434,Attribute node widgets in search results from an item graph
3971,Redmond,WA,US,137,11625435,Registration for system level search user interface
3972,San Francisco,CA,US,1838,11625436,Systems and methods for query autocompletion
3973,Cambridge,MA,US,75112,11625437,Graphical user interface for displaying search engine results
3974,Round Rock,TX,US,714,11625438,Monitoring information processing systems utilizing co-clustering of strings in different sets of data records
3975,Tinton Falls,NJ,US,2108,11625439,Volume or virtual machine level backup and generating placeholders for virtual machine files
3976,Menlo Park,CA,US,15687,11625440,Automating implementation of taxonomies
3977,Wilmington,DE,US,7190,11625441,Method and apparatus for photograph finding
3978,Santa Monica,CA,US,3367,11625443,Web document enhancement
3979,New York,NY,US,397128,11625445,Data processing system for data search and retrieval augmentation and enhanced data storage
3980,Redwood Shores,CA,US,985,11625446,Composing human-readable explanations for user navigational recommendations
3981,Syracuse,NY,US,7530,11625449,Intent-oriented internet browsing
3982,Boston,MA,US,18580,11625450,Automated predictive virtual assistant intervention in real time
3983,Dallas,TX,US,487,11625452,Inverse transformation using pruning for video coding
3984,Seattle,WA,US,206,11625453,Using shared data bus to support systolic array tiling
3985,Addison,TX,US,23588,11625455,Method and apparatus for simultaneous key generation on device and server for secure communication
3986,Chicago,IL,US,187395,11625457,System for interactive matrix manipulation control of streamed data
3987,Monticello,MN,US,451179,11625458,System and method to protect original music from unauthorized reproduction and use
3988,Farmington,CT,US,712,11625459,Embedded processing system with multi-stage authentication
3989,San Antonio,TX,US,3837,11625460,Security platform
3990,Morristown,NJ,US,27241,11625461,Method and system for safeguarding stored data
3991,Round Rock,TX,US,714,11625462,Protection of data from malicious user in computing device from pre-boot state
3992,Provo,UT,US,241749,11625465,Systems for identity validation and association
3993,Lighthouse Point,FL,US,205178,11625466,Verification system
3994,Redmond,WA,US,137,11625469,Prevention of organizational data leakage across platforms based on device status
3995,Mountain View,CA,US,123,11625472,Converting static content items into interactive content items
3996,Redmond,WA,US,137,11625475,Automatic provisioning and integration of devices
3997,Lehi,UT,US,15788,11625476,Remote processing of credential requests
3998,McLean,VA,US,887,11625477,Automated password generation
3999,Flagstaff,AZ,US,47446,11625478,Resilient password management system using an array of addressable physical unclonable functions
4000,Cupertino,CA,US,6606,11625479,Virtually-tagged data cache memory that uses translation context to make entries allocated during execution under one translation context inaccessible during execution under another translation context
4001,Cupertino,CA,US,28361,11625480,Mobile device with secure private memory
4002,Mountain View,CA,US,1763,11625481,Selective throttling of operations potentially related to a security threat to a storage system
4003,Somerville,MA,US,180176,11625482,Cross-network security evaluation
4004,Mont Pleasant,NY,US,94,11625483,Fast identification of trustworthy deep neural networks
4005,Irvine,CA,US,7897,11625484,Binary search of byte sequences using inverted indices
4006,Palo Alto,CA,US,420614,11625486,Methods and systems of a cybersecurity scoring model
4007,Armonk,NY,US,86,11625487,Framework for certifying a lower bound on a robustness level of convolutional neural networks
4008,Cambridge,MA,US,308,11625487,Framework for certifying a lower bound on a robustness level of convolutional neural networks
4009,Sudbury,MA,US,436762,11625488,Continuous risk assessment for electronic protected health information
4010,Seattle,WA,US,51248,11625491,Managing network traffic with sensitive data
4011,Atlanta,GA,US,9806,11625492,Method and system for securely providing vehicle services data to a vehicle
4012,Spring,TX,US,287,11625493,Logic circuitry
4013,Suwanee,GA,US,5150,11625498,Cloud-based whitebox node locking
4014,Los Altos,CA,US,87501,11625499,Cloud data attack detection query builder
4015,Pleasanton,CA,US,11557,11625500,Secure commingling of tenant isolated data
4016,Seattle,WA,US,206,11625501,Masking sensitive information in records of filtered accesses to unstructured data
4017,Atlanta,GA,US,43355,11625502,Data processing systems for identifying and modifying processes that are subject to data subject access requests
4018,San Francisco,CA,US,1838,11625503,Data integrity procedure
4019,Redmond,WA,US,137,11625505,Processor with network stack domain and system domain using separate memory regions
4020,Palo Alto,CA,US,37411,11625506,Secure enclosure for devices used to test remote connectivity
4021,Minneapolis,MN,US,4874,11625507,Fabric softness design and construction method
4022,Jacksonville,FL,US,70422,11625510,Method and apparatus for presentation of digital content
4023,Dallas,TX,US,5721,11625511,"Methods for designing, manufacturing, installing, and/or maintenance of roofing accessories and systems of use thereof"
4024,Plano,TX,US,12474,11625512,Systems and methods for process design and analysis
4025,Foster City,CA,US,759,11625513,Safety analysis framework
4026,Medford,MA,US,14553,11625515,Machine learning for additive manufacturing
4027,Austin,TX,US,26854,11625519,Systems and methods for intelligent graph-based buffer sizing for a mixed-signal integrated circuit
4028,San Jose,CA,US,5734,11625525,Grouping cells in cell library based on clustering
4029,Redwood Shores,CA,US,985,11625527,"Method and system for creating, retrieving, and editing web service attachments in spreadsheets"
4030,Palo Alto,CA,US,2968,11625529,Real-time document annotation
4031,Boston,MA,US,40769,11625530,Systems and methods for updating a mobile application
4032,Redmond,WA,US,137,11625532,Dynamically generated content understanding system
4033,New York,NY,US,328118,11625534,Identifying documents that contain potential code words using a machine learning model
4034,New York,NY,US,8604,11625535,Computer-based systems having data structures configured to execute SIC4/SIC8 machine learning embedded classification of entities and methods of use thereof
4035,Mountain View,CA,US,5507,11625541,Methods and systems for generating problem description
4036,Jalan Pedongkelan,NJ,US,66,11625542,Instant messaging application configuration based on virtual world activities
4037,San Francisco,CA,US,1838,11625543,Systems and methods for composed variational natural language generation
4038,McLean,VA,US,887,11625545,Systems and methods for improved conversation translation
4039,Emeryville,CA,US,167560,11625546,Apparatus and method for accurate translation reviews and consistency across multiple translators
4040,Fort Mill,SC,US,2052,11625547,Methods and systems for improved tag identification
4041,Boca Raton,FL,US,607,11625549,Methods and apparatuses for removing a security tag
4042,Charlotte,NC,US,2052,11625550,Apparatus having hybrid monochrome and color image sensor array
4043,Beaverton,OR,US,7846,11625551,Methods and arrangements for identifying objects
4044,Chicago,IL,US,197,11625552,Virtual multi-dimensional quick response codes
4045,Armonk,NY,US,86,11625554,L2-nonexpansive neural networks
4046,Seattle,WA,US,206,11625555,Artificial intelligence system with unsupervised model training for entity-pair relationship analysis
4047,San Antonio,TX,US,3837,11625556,Customer service learning machine
4048,Malibu,CA,US,5196,11625557,Process to learn new image classes without labels
4049,Redmond,WA,US,137,11625558,Punctuation controlled machine learning model temporal validity
4050,Santa Clara,CA,US,126,11625559,Attenuating visual artifacts of image processing systems using adversarial networks on-the-fly
4051,Malibu,CA,US,5196,11625562,System and method for human-machine hybrid prediction of events
4052,Spring,TX,US,287,11625564,Setting print supplies for process black print based on supply levels
4053,Boise,ID,US,352,11625565,Marking integrated circuit package with encoded image for scanning to obtain manufacturing parameters
4054,Northville,MI,US,63179,11625567,Conduit with radio frequency identification (RFID) enabled sensor
4055,Mentor,OH,US,6634,11625568,Flexible mountable L-shaped RFID tag antenna
4056,Chicago,IL,US,3231,11625569,Deep learning for credit controls
4057,Mountain View,CA,US,123,11625572,Recurrent neural networks for online sequence generation
4058,Armonk,NY,US,86,11625573,Relation extraction from text using machine learning
4059,Mountain View,CA,US,123,11625575,Reinforcement learning techniques for selecting a software policy network and autonomously controlling a corresponding software client based on selected policy network
4060,Cupertino,CA,US,441,11625580,Neural network wiring discovery
4061,Santa Clara,CA,US,126,11625584,Reconfigurable memory compression techniques for deep neural networks
4062,San Jose,CA,US,45177,11625585,Compiler for optimizing filter sparsity for neural network implementation configuration
4063,Addison,TX,US,1399,11625586,Realization of neural networks with ternary inputs and ternary weights in NAND memory arrays
4064,Washington,DC,US,12851,11625590,Memristive multi-terminal spiking neuron
4065,Boise,ID,US,352,11625591,Extended memory neuromorphic component
4066,Palo Alto,CA,US,38512,11625592,Methods and apparatus for thread-based scheduling in multicore neural networks
4067,Armonk,NY,US,86,11625595,Knowledge transfer between recurrent neural networks
4068,New York,NY,US,42824,11625599,Ranking user comments on media using reinforcement learning optimizing for session dwell time
4069,Santa Clara,CA,US,1026,11625605,Selecting computational kernel variants using neural networks
4070,San Jose,CA,US,90556,11625607,Method of structured network pruning and sparsity speed-up
4071,Redwood City,CA,US,109092,11625608,Methods and systems for operating applications through user interfaces
4072,Armonk,NY,US,86,11625609,Integration of external applications into deep neural networks
4073,Mountain View,CA,US,1111,11625611,Training artificial neural networks based on synaptic connectivity graphs
4074,Santa Clara,CA,US,1026,11625613,Generative adversarial neural network assisted compression and broadcast
4075,Oakland,CA,US,177,11625614,Small-world nets for fast neural network training and execution
4076,Lakewood,CO,US,20715,11625615,Artificial intelligence advisory systems and methods for behavioral pattern matching and language generation
4077,Hopkinton,MA,US,1485,11625616,Locality-aware compressor-decompressor for keeping prediction models up-to-date in resource constrained networks
4078,Mountain View,CA,US,44113,11625618,Processor compiler
4079,Mountain View,CA,US,44113,11625619,Processor compiler
4080,Redwood Shores,CA,US,985,11625620,Techniques for building a knowledge graph in limited knowledge domains
4081,Redmond,WA,US,137,11625622,"Memorable event detection, recording, and exploitation"
4082,Dearborn,MI,US,217,11625624,Vehicle-to-everything (V2X)-based real-time vehicular incident risk prediction
4083,Raleigh,NC,US,66677,11625625,Synthetic data generation in computer-based reasoning systems
4084,Bedford,MA,US,48758,11625626,Performance improvement recommendations for machine learning models
4085,Redmond,WA,US,137,11625627,Predicted forecast offset from remote location sensor
4086,Armonk,NY,US,86,11625630,Identifying intent in dialog data through variant assessment
4087,Armonk,NY,US,86,11625631,Computational estimation of a characteristic of a posterior distribution
4088,Armonk,NY,US,86,11625632,Automated generation of a machine learning pipeline
4089,Falls Church,VA,US,8753,11625633,Machine learning to monitor operations of a device
4090,Bloomington,IL,US,5130,11625634,System for improving user sentiment determination from social media and web site usage data
4091,Waltham,MA,US,39,11625636,System and method for organic cognitive response (OCR) feedback for adaptive work instructions
4092,Mountain View,CA,US,123,11625637,Methods and apparatus for performing phase operations
4093,Armonk,NY,US,86,11625638,Drive enhanced J/ZZ operation for superconducting qubits
4094,Millbrae,CA,US,345141,11625639,Controllable quantum logic gates with measurement and methods for use therewith
4095,San Jose,CA,US,72,11625640,Distributed random forest training with a predictor trained to balance tasks
4096,San Francisco,CA,US,20885,11625641,Machine learning based function testing
4097,Newark,NY,US,79594,11625642,Method for converting nominal to ordinal or continuous variables using time-series distances
4098,Seattle,WA,US,206,11625644,Multi-objective ranking of search results
4099,San Francisco,CA,US,9358,11625649,Autonomous vehicle control using service pools across different service entities
4100,Armonk,NY,US,86,11625650,Intelligent travel planning
4101,Seattle,WA,US,206,11625651,Repository of customizable itineraries for travel planning
4102,San Francisco,CA,US,17498,11625652,Systems and methods for matching transportation requests over extended batching windows
4103,Rockwall,TX,US,272256,11625654,Social networking meetup system and method
4104,Santa Clara,CA,US,15775,11625655,Workflows with rule-based assignments
4105,Chicago,IL,US,2498,11625656,On-dispatch identification and assignment of unresolved tasks
4106,McLean,VA,US,887,11625657,Utilizing a machine learning model to crowdsource funds for public services
4107,McLean,VA,US,887,11625659,Systems and methods for proactive infrastructure resource management for multiple application clusters
4108,Redwood Shores,CA,US,985,11625660,Machine learning for automatic extraction and workflow assignment of action items
4109,Arlington,VA,US,205666,11625661,Systems and methods for control strategy criteria selection
4110,Austin,TX,US,244693,11625662,Methods and apparatus for the manipulating and providing of anonymized data collected from a plurality of sources
4111,San Francisco,CA,US,3485,11625663,Systems and methods of assessing web accessibility of computing systems
4112,Kenner,LA,US,71125,11625664,Apparatus and method for freight delivery and pick-up
4113,Washington,DC,US,11646,11625666,Digital stamps
4114,Round Rock,TX,US,714,11625667,Circuit with sensor to monitor and track a container
4115,Collierville,TN,US,4385,11625668,Systems and methods for trip management
4116,Rockville,MD,US,444447,11625669,Monitoring objects in a supply chain using an immutable data store
4117,Mesa,AZ,US,529213,11625670,Location-based transportation network
4118,Dearborn,MI,US,217,11625672,Unattended parcel delivery service
4119,Lakewood,CO,US,20715,11625673,Methods and systems for path selection using vehicle route guidance
4120,Monta Vista,CA,US,98730,11625675,Method and system for controlling a storage room
4121,Scottsdale,AZ,US,26870,11625677,Image processing system for deep fashion color recognition
4122,Irvine,CA,US,56192,11625682,Persona-based application platform
4123,Mayfield Heights,OH,US,908,11625683,System and method of industrial automation multi-developer control code change commits
4124,Carpinteria,CA,US,5627,11625685,Computer system and method for construction project prequalification and management
4125,San Francisco,CA,US,9453,11625686,Managing reminders in a content management system
4126,Santa Rosa,CA,US,8126,11625687,Method of and system for parity repair for functional limitation determination and injury profile reports in worker's compensation cases
4127,Roseland,NJ,US,601,11625688,Forecasting model generation for sample biased data set
4128,Clearwater,FL,US,361,11625689,Systems and methods for human resources applications of security awareness testing
4129,Miami,FL,US,98331,11625690,Systems and methods for repurposing paid time off
4130,Akron,OH,US,149132,11625692,Generating a waste profile
4131,Camp Dennison,OH,US,3709,11625693,System and method for payment platform self-certification for processing financial transactions with payment networks
4132,Charlotte,NC,US,1825,11625698,Intelligent distributed ledger consent optimizing apparatus for asset transfer
4133,San Francisco,CA,US,1978,11625699,Adaptive daily withdrawal limits for smart chip ATM transactions
4134,Seattle,WA,US,206,11625700,Cross-data-store operations in log-coordinated storage systems
4135,San Francisco,CA,US,1624,11625702,Rules engine for communication round trips optimization of kernel-in-cloud payment transaction
4136,Stamford,CT,US,5242,11625704,Method of applying for credit at a self-checkout
4137,San Francisco,CA,US,1978,11625705,Processing online transactions with an intermediary system
4138,Seattle,WA,US,206,11625707,Mitigating near-field-communication (NFC) antenna interference
4139,San Francisco,CA,US,1978,11625710,Mobile wallet card carousel
4140,Las Vegas,NV,US,106976,11625711,Autonomous exchange via entrusted ledger key management
4141,Camp Dennison,OH,US,3709,11625712,Systems and methods for executing electronic transactions and tokenizations with distributed settlement platform
4142,Los Angeles,CA,US,386027,11625714,Anonymous peer-to-peer communication system
4143,McLean,VA,US,887,11625715,"Security devices, systems, and methods for dynamic transaction cards"
4144,McLean,VA,US,887,11625716,Transaction platform that permits cash payments for online transactions
4145,Stamford,CT,US,5242,11625719,Framework free integration
4146,San Jose,CA,US,1707,11625720,Secure in-line payments for rich internet applications
4147,McLean,VA,US,887,11625722,Systems and methods for authenticating potentially fraudulent transactions using voice print recognition
4148,San Jose,CA,US,1707,11625723,Risk assessment through device data using machine learning-based network
4149,McLean,VA,US,887,11625724,Dynamic modification of a verification method associated with a transaction card
4150,Seattle,WA,US,206,11625725,Stateless secure payment system
4151,Armonk,NY,US,86,11625726,Targeted alerts for food product recalls
4152,San Jose,CA,US,1707,11625727,Dispute resolution system interface
4153,Standiford,CA,US,185294,11625728,Systems and methods for provisioning embedded internet of things universal IDS (IoT UIDs) in brownfield devices
4154,Atlanta,GA,US,14353,11625730,Synthetic online entity detection
4155,Santa Clara,CA,US,126,11625731,"Methods, systems and apparatus to track a provenance of goods"
4156,San Jose,CA,US,1841,11625733,Evaluating coincident interaction indicators
4157,San Diego,CA,US,34660,11625734,Managing grid interaction with interconnect socket adapter configured for an energy storage device
4158,Mountain View,CA,US,5507,11625735,Machine learning for improving mined data quality using integrated data sources
4159,Redwood Shores,CA,US,985,11625736,Using machine learning to train and generate an insight engine for determining a predicted sales insight
4160,Mountain View,CA,US,5507,11625737,Contextual marketing system based on predictive modeling of users of a system and/or service
4161,Palo Alto,CA,US,1415,11625738,Methods and systems that generated resource-provision bids in an automated resource-exchange system
4162,Concord,MA,US,255984,11625739,Systems and methods for bulk component analysis
4163,San Jose,CA,US,1707,11625740,Campaign driven offer distribution system
4164,Tustin,CA,US,108490,11625741,Systems and methods of sharing promotional information
4165,San Jose,CA,US,1707,11625742,Systems and methods for interfacing with a website to modify content
4166,Santa Monica,CA,US,3367,11625743,Augmented reality content items to track user activity and redeem promotions
4167,Monet,FL,US,522852,11625744,System and method for location-based secured transfer of a service associated with a loyalty point between mobile devices
4168,Northbrook,IL,US,2570,11625745,Vehicle telematics system to promote good driving behavior using positive feedback and award points
4169,Troy,MI,US,102541,11625746,System for monitoring a vending machine
4170,Armonk,NY,US,86,11625747,Intelligent controlled charging stations
4171,New York,NY,US,35856,11625748,Method and system for identifying recipients of a reward associated with a conversion
4172,Denver,CO,US,2968,11625749,System and method for determining and displaying an optimal assignment of data items
4173,Albany,NY,US,3721,11625750,Region merging and coding parameter reuse via merging
4174,San Francisco,CA,US,2706,11625751,Message-transmittal strategy optimization
4175,Chicago,IL,US,444,11625753,Implicitly associating metadata using user behavior
4176,New York,NY,US,60558,11625755,Determining targeting information based on a predictive targeting model
4177,Chicago,IL,US,444,11625756,Uninstalled software application identification and processing via a computer-executable tool configured to identify unresolved program links
4178,Overland Park,KS,US,416,11625757,Hybrid selection of target for advertisement campaign
